INSTNM,CITY,STABBR,ZIP,CONTROL,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,BOOKSUPPLY,NPT4_PUB,NPT4_PRIV,PFTFAC,ADM_RATE,C100_4,MD_EARN_WNE_P6,MD_EARN_WNE_P8,MD_EARN_WNE_P10
New England Culinary Institute,Montpelier,VT,05602,3,37256.0,nan,22210.0,22210.0,nan,2800.0,nan,33007.0,nan,nan,0.7222,38612.0,41983.0,43917.0
Norwich University,Northfield,VT,05663-1035,2,59627.0,nan,42950.0,42950.0,nan,1500.0,nan,23985.0,0.4521,0.7417,0.4985,49524.0,53633.0,59819.0
O'Briens Aveda Institute,Williston,VT,05495,3,nan,17843.0,nan,nan,15750.0,nan,nan,12506.0,nan,nan,nan,nan,nan,nan
Saint Michael's College,Colchester,VT,05439,2,61892.0,nan,48175.0,48175.0,nan,1250.0,nan,29361.0,1.0,0.8781,0.7225,42782.0,52143.0,54401.0
SIT Graduate Institute,Brattleboro,VT,05302-0676,2,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
Sterling College,Craftsbury Common,VT,05827-0072,2,51268.0,nan,39200.0,39200.0,nan,1200.0,nan,13289.0,0.9167,0.9565,0.1579,17787.0,nan,nan
Vermont Law School,South Royalton,VT,05068-0096,2,nan,nan,nan,nan,nan,nan,nan,nan,0.8947,nan,nan,nan,nan,nan
Vermont Technical College,Randolph,VT,05061,1,27813.0,nan,16044.0,29460.0,nan,1600.0,21463.0,nan,1.0,0.584,0.2439,49559.0,61101.0,55792.0
University of Vermont,Burlington,VT,05405-0160,1,34707.0,nan,19062.0,43950.0,nan,1200.0,19509.0,nan,0.7996,0.7132,0.6421,44057.0,50884.0,58245.0
Paul Mitchell the School-Roanoke,Roanoke,VA,24015,3,nan,15339.0,nan,nan,17783.0,nan,nan,10998.0,nan,nan,nan,15520.0,15930.0,17285.0
Advanced Technology Institute,Virginia Beach,VA,23462,3,23636.0,nan,13200.0,13200.0,nan,480.0,nan,19303.0,0.6667,0.6987,nan,35740.0,38577.0,43214.0
Averett University,Danville,VA,24541,2,47321.0,nan,36670.0,36670.0,nan,1000.0,nan,28218.0,1.0,0.6938,0.4225,39073.0,41775.0,45467.0
Blue Ridge Community College,Weyers Cave,VA,24486-0080,1,15175.0,nan,5364.0,11367.0,nan,1358.0,9551.0,nan,0.4182,nan,nan,31317.0,34063.0,36441.0
Bluefield University,Bluefield,VA,24605,2,39307.0,nan,27570.0,27570.0,nan,440.0,nan,22442.0,1.0,0.7602,0.2157,36293.0,41844.0,43825.0
Bridgewater College,Bridgewater,VA,22812-1599,2,51725.0,nan,37720.0,37720.0,nan,1150.0,nan,20457.0,0.8108,0.7614,0.5708,41948.0,43112.0,48160.0
William & Mary,Williamsburg,VA,23187-8795,1,39595.0,nan,23628.0,46854.0,nan,1000.0,19593.0,nan,0.8126,0.4216,0.8463,51818.0,59249.0,64723.0
Regent University,Virginia Beach,VA,23464,2,30136.0,nan,18720.0,18720.0,nan,1000.0,nan,24888.0,0.7268,0.5044,0.5,34846.0,37480.0,41712.0
Central School of Practical Nursing,Norfolk,VA,23502,1,nan,11674.0,nan,nan,7475.0,nan,8861.0,nan,nan,nan,nan,nan,32767.0,nan
Central Virginia Community College,Lynchburg,VA,24502-2498,1,10432.0,nan,4838.0,10841.0,nan,1420.0,4869.0,nan,0.2755,nan,nan,29061.0,30337.0,30282.0
Christopher Newport University,Newport News,VA,23606-3072,1,31733.0,nan,14924.0,27790.0,nan,1304.0,25855.0,nan,0.6202,0.7642,0.7031,45822.0,49975.0,55027.0
Allegiance Beauty School,Norfolk,VA,23505,3,nan,nan,nan,nan,16650.0,nan,nan,nan,nan,nan,nan,17438.0,17460.0,16174.0
Bryant & Stratton College-Virginia Beach,Virginia Beach,VA,23462,3,22380.0,nan,17746.0,17746.0,nan,1800.0,nan,13174.0,0.2597,nan,nan,25049.0,27225.0,30246.0
Dabney S Lancaster Community College,Clifton Forge,VA,24422-1000,1,11025.0,nan,4710.0,10713.0,nan,2000.0,4985.0,nan,0.25,nan,nan,27902.0,29733.0,31874.0
Danville Community College,Danville,VA,24541-4004,1,13050.0,nan,4725.0,10728.0,nan,1500.0,7823.0,nan,0.3852,nan,nan,24091.0,25441.0,28649.0
Eastern Virginia Medical School,Norfolk,VA,23507,1,nan,nan,nan,nan,nan,nan,nan,nan,0.9754,nan,nan,nan,nan,nan
Centura College-Virginia Beach,Virginia Beach,VA,23452-7431,3,31373.0,nan,16637.0,16637.0,nan,3200.0,nan,24869.0,nan,nan,nan,20372.0,21173.0,23143.0
Emory & Henry College,Emory,VA,24327-0947,2,50310.0,nan,35100.0,35100.0,nan,1200.0,nan,17245.0,1.0,0.7541,0.4561,36707.0,41663.0,42500.0
Eastern Mennonite University,Harrisonburg,VA,22802-2462,2,51275.0,nan,39220.0,39220.0,nan,1000.0,nan,21842.0,0.9515,0.7182,0.475,41387.0,43694.0,42697.0
Eastern Shore Community College,Melfa,VA,23410,1,10768.0,nan,4800.0,10803.0,nan,1100.0,4116.0,nan,0.359,nan,nan,25339.0,25794.0,29114.0
Ferrum College,Ferrum,VA,24088-9000,2,50084.0,nan,36695.0,36695.0,nan,800.0,nan,19902.0,1.0,0.7583,0.1932,32202.0,38083.0,40224.0
George Mason University,Fairfax,VA,22030-4444,1,25717.0,nan,13014.0,37410.0,nan,1278.0,19551.0,nan,0.5251,0.892,0.4841,55303.0,60771.0,66148.0
Germanna Community College,Locust Grove,VA,22508-2102,1,11722.0,nan,4140.0,9506.0,nan,1460.0,7253.0,nan,0.3067,nan,nan,30705.0,32020.0,36336.0
Hampden-Sydney College,Hampden-Sydney,VA,23943-0128,2,63310.0,nan,48110.0,48110.0,nan,1200.0,nan,30746.0,0.9099,0.4701,0.6231,49076.0,55848.0,65446.0
Hampton University,Hampton,VA,23668-0099,2,44252.0,nan,29312.0,29312.0,nan,1100.0,nan,26824.0,1.0,0.36,0.4392,41644.0,47353.0,52372.0
Hollins University,Roanoke,VA,24020,2,55893.0,nan,40110.0,40110.0,nan,800.0,nan,20127.0,0.609,0.8079,0.5854,31352.0,34323.0,35969.0
J Sargeant Reynolds Community College,Richmond,VA,23228-2327,1,11263.0,nan,4998.0,11001.0,nan,1600.0,5935.0,nan,0.2794,nan,nan,29188.0,31981.0,34932.0
James Madison University,Harrisonburg,VA,22807,1,27996.0,nan,12330.0,29230.0,nan,1082.0,22562.0,nan,0.8488,0.8049,0.6752,52050.0,58718.0,61268.0
Brightpoint Community College,Chester,VA,23831-5316,1,11234.0,nan,4800.0,10803.0,nan,1460.0,5959.0,nan,0.3073,nan,nan,30355.0,34542.0,36395.0
Liberty University,Lynchburg,VA,24515,2,40567.0,nan,21587.0,21587.0,nan,1299.0,nan,29382.0,0.344,0.5013,0.3651,33492.0,38652.0,42394.0
Longwood University,Farmville,VA,23909,1,28821.0,nan,13910.0,30350.0,nan,1350.0,19545.0,nan,1.0,0.8734,0.5103,41005.0,44008.0,45952.0
Laurel Ridge Community College,Middletown,VA,22645,1,11130.0,nan,4739.0,10742.0,nan,1460.0,6406.0,nan,0.2138,nan,nan,31032.0,32423.0,36424.0
University of Lynchburg,Lynchburg,VA,24501-3113,2,54119.0,nan,41880.0,41880.0,nan,1200.0,nan,23134.0,0.6482,0.9727,0.4688,40857.0,45418.0,49490.0
Centra College,Lynchburg,VA,24501,2,35218.0,nan,12325.0,12325.0,nan,1584.0,nan,32662.0,0.5625,0.8182,nan,47604.0,51832.0,58214.0
Mary Baldwin University,Staunton,VA,24401,2,43427.0,nan,31110.0,31110.0,nan,900.0,nan,18354.0,0.2306,0.871,0.3502,34745.0,37147.0,39538.0
University of Mary Washington,Fredericksburg,VA,22401-5300,1,28327.0,nan,13845.0,30502.0,nan,1200.0,23193.0,nan,0.7302,0.7549,0.5464,46321.0,50630.0,54819.0
Marymount University,Arlington,VA,22207-4299,2,47495.0,nan,34540.0,34540.0,nan,1000.0,nan,22856.0,0.4579,0.8526,0.4114,50242.0,53533.0,60360.0
Sovah School of Health Professions,Danville,VA,24541,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44666.0,55667.0,53968.0
Mountain Empire Community College,Big Stone Gap,VA,24219,1,12071.0,nan,4710.0,10713.0,nan,1500.0,5401.0,nan,0.3538,nan,nan,24489.0,26377.0,27920.0
American National University,Salem,VA,24153,3,29482.0,nan,10772.0,10772.0,nan,300.0,nan,21500.0,nan,nan,nan,22266.0,22440.0,24951.0
New River Community College,Dublin,VA,24084-3660,1,11774.0,nan,4697.0,10699.0,nan,1800.0,6475.0,nan,0.3288,nan,nan,30864.0,33903.0,34138.0
Sentara College of Health Sciences,Chesapeake,VA,23320,2,nan,nan,nan,nan,nan,nan,nan,nan,0.5156,nan,nan,62836.0,58135.0,60654.0
Tidewater Tech-Trades,Norfolk,VA,23502,3,28062.0,nan,16337.0,16337.0,nan,980.0,nan,22077.0,nan,nan,nan,29450.0,29266.0,28345.0
Norfolk State University,Norfolk,VA,23504-8000,1,26439.0,nan,9622.0,20790.0,nan,2235.0,15657.0,nan,1.0,0.9107,0.1658,32746.0,35812.0,39696.0
Northern Virginia Community College,Annandale,VA,22003-3796,1,15391.0,nan,5610.0,11693.0,nan,1800.0,9452.0,nan,0.3532,nan,nan,38623.0,43710.0,47528.0
Old Dominion University,Norfolk,VA,23529,1,25722.0,nan,10800.0,30960.0,nan,1300.0,17204.0,nan,0.9425,0.9541,0.2653,42015.0,46877.0,49678.0
Patrick Henry Community College,Martinsville,VA,24112,1,10812.0,nan,4720.0,10723.0,nan,1506.0,4820.0,nan,0.3121,nan,nan,25290.0,27412.0,26660.0
Paul D Camp Community College,Franklin,VA,23851,1,10123.0,nan,4730.0,10733.0,nan,1333.0,4435.0,nan,0.2469,nan,nan,25991.0,27311.0,28026.0
Southside College of Health Sciences,Colonial Heights,VA,23834,3,nan,nan,15813.0,15813.0,nan,1500.0,nan,nan,0.8333,nan,nan,57272.0,61368.0,61069.0
Piedmont Virginia Community College,Charlottesville,VA,22902-7589,1,11936.0,nan,4790.0,10793.0,nan,1800.0,6913.0,nan,0.2669,nan,nan,30519.0,34617.0,36834.0
Radford University,Radford,VA,24142,1,24234.0,nan,11416.0,23498.0,nan,1260.0,16505.0,nan,0.6828,0.7868,0.401,42066.0,45754.0,50383.0
Sylvain Melloul International Hair Academy,Lynchburg,VA,24502-2652,3,nan,20638.0,nan,nan,16750.0,nan,nan,15957.0,nan,nan,nan,18836.0,16718.0,23694.0
Randolph-Macon College,Ashland,VA,23005-5505,2,56509.0,nan,43940.0,43940.0,nan,1200.0,nan,25551.0,0.6557,0.7131,0.6066,43415.0,46914.0,53288.0
Randolph College,Lynchburg,VA,24503-1555,2,58880.0,nan,25610.0,25610.0,nan,1280.0,nan,23325.0,1.0,0.8966,0.5183,36456.0,40759.0,46968.0
Rappahannock Community College,Glenns,VA,23149-2616,1,12052.0,nan,4820.0,10823.0,nan,1420.0,5921.0,nan,0.1923,nan,nan,26831.0,30099.0,31543.0
Fortis College-Norfolk,Norfolk,VA,23502-4101,3,30560.0,nan,15977.0,15977.0,nan,1224.0,nan,25507.0,0.1842,nan,nan,nan,nan,nan
Richard Bland College,South Prince George,VA,23805-7100,1,20438.0,nan,8100.0,13890.0,nan,1200.0,13322.0,nan,0.493,0.7093,nan,31617.0,32522.0,38074.0
Bon Secours Memorial College of Nursing,Richmond,VA,23227-1149,2,nan,nan,nan,nan,nan,nan,nan,nan,0.8333,nan,nan,60405.0,58602.0,61640.0
University of Richmond,University of Richmond,VA,23173,2,69606.0,nan,56860.0,56860.0,nan,1100.0,nan,27050.0,0.6865,0.309,0.8231,61214.0,62557.0,69310.0
Riverside College of Health Careers,Newport News,VA,23601,2,22400.0,nan,17610.0,17610.0,nan,1120.0,nan,16585.0,0.6889,nan,nan,48767.0,52104.0,53302.0
Roanoke College,Salem,VA,24153-3794,2,61545.0,nan,47020.0,47020.0,nan,1000.0,nan,26997.0,0.8579,0.7813,0.6352,42057.0,48174.0,50770.0
Bon Secours St Mary's Hospital School of Medical Imaging,Richmond,VA,23227,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,59383.0,61662.0,nan
Shenandoah University,Winchester,VA,22601-5195,2,47850.0,nan,33900.0,33900.0,nan,1500.0,nan,30878.0,0.5944,0.7438,0.4556,44672.0,48739.0,50385.0
Southeastern Free Will Baptist Bible College,Wendell,NC,27591-9072,2,17258.0,nan,10470.0,10470.0,nan,1200.0,nan,14848.0,0.3125,nan,0.3158,nan,nan,nan
Southern Virginia University,Buena Vista,VA,24416,2,29875.0,nan,17696.0,17696.0,nan,1500.0,nan,20834.0,0.8247,0.9903,0.2772,31660.0,34486.0,36607.0
Southside Virginia Community College,Alberta,VA,23821,1,12501.0,nan,4695.0,10698.0,nan,1781.0,6239.0,nan,0.3265,nan,nan,25362.0,25845.0,27292.0
Southwest Virginia Community College,Cedar Bluff,VA,24609,1,14048.0,nan,4703.0,10706.0,nan,1400.0,6933.0,nan,0.3333,nan,nan,25183.0,27135.0,30439.0
Staunton School of Cosmetology,Staunton,VA,24401-4323,3,nan,16611.0,nan,nan,15750.0,nan,nan,13828.0,nan,nan,nan,20177.0,20595.0,13644.0
Strayer University-Virginia,Arlington,VA,22201,3,28284.0,nan,13515.0,13515.0,nan,1350.0,nan,23189.0,0.1169,nan,0.0714,30628.0,34329.0,43590.0
Sweet Briar College,Sweet Briar,VA,24595-9998,2,38835.0,nan,22700.0,22700.0,nan,1300.0,nan,23783.0,0.8043,0.7595,0.013,37213.0,42042.0,48425.0
Virginia Peninsula Community College,Hampton,VA,23666,1,11826.0,nan,4806.0,10809.0,nan,2000.0,6439.0,nan,0.246,nan,nan,28948.0,30840.0,33484.0
Tidewater Community College,Norfolk,VA,23510,1,13090.0,nan,5561.0,11564.0,nan,1500.0,7312.0,nan,0.3117,nan,nan,28151.0,31566.0,35053.0
Union Presbyterian Seminary,Richmond,VA,23227,2,nan,nan,nan,nan,nan,nan,nan,nan,0.8276,nan,nan,nan,nan,nan
University of Virginia's College at Wise,Wise,VA,24293-4400,1,22795.0,nan,10836.0,29798.0,nan,1600.0,10168.0,nan,1.0,0.8257,0.3082,34346.0,37768.0,41055.0
Virginia Highlands Community College,Abingdon,VA,24212-0828,1,12057.0,nan,4710.0,10713.0,nan,1260.0,5964.0,nan,0.2927,nan,nan,27792.0,28082.0,30494.0
Virginia Polytechnic Institute and State University,Blacksburg,VA,24061-0131,1,27283.0,nan,13749.0,32893.0,nan,1100.0,21301.0,nan,0.9833,0.6577,0.647,60842.0,66231.0,73159.0
Virginia Western Community College,Roanoke,VA,24015,1,11879.0,nan,5355.0,11358.0,nan,1500.0,6428.0,nan,0.2977,nan,nan,30322.0,31855.0,34349.0
Virginia Commonwealth University,Richmond,VA,23284-2512,1,31983.0,nan,14710.0,36048.0,nan,1500.0,20490.0,nan,0.6806,0.906,0.4406,42487.0,47305.0,50106.0
University of Virginia-Main Campus,Charlottesville,VA,22903-2628,1,34094.0,nan,18960.0,52843.0,nan,1356.0,22006.0,nan,0.9489,0.2258,0.8948,64712.0,68018.0,77048.0
Virginia Military Institute,Lexington,VA,24450-0304,1,32420.0,nan,19210.0,47220.0,nan,1000.0,22025.0,nan,1.0,0.5988,0.7588,60651.0,62737.0,71910.0
Asher Institute of Hampton,Hampton,VA,23666,3,nan,17948.0,nan,nan,17134.0,nan,nan,13107.0,nan,nan,nan,17486.0,19307.0,21232.0
Virginia University of Lynchburg,Lynchburg,VA,24501,2,25329.0,nan,8600.0,8600.0,nan,800.0,nan,18242.0,0.25,nan,0.1579,21619.0,22432.0,24576.0
Virginia State University,Petersburg,VA,23806,1,23673.0,nan,9154.0,20909.0,nan,1300.0,17237.0,nan,0.6536,0.9626,0.2772,33021.0,37740.0,41987.0
Virginia Union University,Richmond,VA,23220,2,32082.0,nan,13530.0,13530.0,nan,2000.0,nan,19736.0,0.3963,0.7535,0.2138,29643.0,33014.0,37830.0
Virginia Wesleyan University,Virginia Beach,VA,23455,2,50408.0,nan,36910.0,36910.0,nan,1500.0,nan,22653.0,0.698,0.7399,0.4557,37287.0,41304.0,43579.0
Washington and Lee University,Lexington,VA,24450-2116,2,73900.0,nan,57285.0,57285.0,nan,2220.0,nan,26175.0,0.7725,0.2451,0.9087,66267.0,72479.0,86020.0
Wytheville Community College,Wytheville,VA,24382-3308,1,8557.0,nan,4725.0,10728.0,nan,1600.0,2462.0,nan,0.2871,nan,nan,25863.0,28768.0,30775.0
Bellevue College,Bellevue,WA,98007-6484,1,15151.0,nan,3958.0,9349.0,nan,930.0,8343.0,nan,0.3403,nan,nan,43534.0,47123.0,54232.0
Bellingham Technical College,Bellingham,WA,98225-1599,1,11694.0,nan,3915.0,4911.0,nan,930.0,1893.0,nan,1.0,nan,nan,39545.0,42216.0,45357.0
Big Bend Community College,Moses Lake,WA,98837-3299,1,14610.0,nan,4484.0,4945.0,nan,930.0,7205.0,nan,1.0,nan,nan,32702.0,36698.0,38489.0
Central Washington University,Ellensburg,WA,98926,1,24008.0,nan,8444.0,24520.0,nan,900.0,16514.0,nan,0.6178,0.8599,0.3414,45565.0,50949.0,55685.0
Centralia College,Centralia,WA,98531-4099,1,14805.0,nan,4652.0,5113.0,nan,930.0,5949.0,nan,1.0,nan,nan,32800.0,34625.0,33063.0
City University of Seattle,Seattle,WA,98121,2,nan,nan,nan,nan,nan,nan,nan,nan,0.0992,nan,nan,51381.0,58073.0,58510.0
Paul Mitchell the School-Richland,Richland,WA,99352,3,nan,21442.0,nan,nan,18400.0,nan,nan,17286.0,nan,nan,nan,24313.0,22163.0,24614.0
Clark College,Vancouver,WA,98663-3598,1,14448.0,nan,3957.0,9718.0,nan,870.0,7918.0,nan,0.9892,nan,nan,32169.0,35292.0,39759.0
Clover Park Technical College,Lakewood,WA,98499-4004,1,13736.0,nan,5740.0,5740.0,nan,840.0,7488.0,nan,1.0,nan,nan,33690.0,34544.0,34589.0
Columbia Basin College,Pasco,WA,99301,1,16567.0,nan,5755.0,7484.0,nan,840.0,9805.0,nan,1.0,nan,nan,35477.0,37365.0,41960.0
Cornish College of the Arts,Seattle,WA,98121,2,50370.0,nan,34200.0,34200.0,nan,1800.0,nan,38851.0,0.3761,0.7888,0.5,29217.0,32502.0,38982.0
Divers Institute of Technology,Seattle,WA,98103,3,nan,43644.0,nan,nan,25900.0,nan,nan,40822.0,nan,nan,nan,46570.0,55724.0,58691.0
Eastern Washington University,Cheney,WA,99004-2496,1,20480.0,nan,7733.0,25702.0,nan,930.0,12335.0,nan,0.7699,0.7894,0.2583,42800.0,47589.0,52667.0
Edmonds College,Lynnwood,WA,98036-5912,1,14911.0,nan,4107.0,9498.0,nan,930.0,8168.0,nan,0.9797,nan,nan,38523.0,41043.0,43718.0
Everett Community College,Everett,WA,98201,1,15154.0,nan,3972.0,9363.0,nan,930.0,8654.0,nan,1.0,nan,nan,36138.0,39310.0,40211.0
Paroba College of Cosmetology,Everett,WA,98203,3,nan,22451.0,nan,nan,11678.0,nan,nan,19023.0,nan,nan,nan,28543.0,25329.0,27020.0
The Evergreen State College,Olympia,WA,98505-0001,1,24371.0,nan,8325.0,28515.0,nan,900.0,13526.0,nan,0.7717,0.9838,0.346,32736.0,36111.0,40782.0
Pierce College District,Lakewood,WA,98498-1999,1,14465.0,nan,4173.0,4627.0,nan,1000.0,8939.0,nan,1.0,nan,nan,35755.0,39049.0,42060.0
Glen Dow Academy of Hair Design,Spokane,WA,99201,3,nan,15014.0,nan,nan,12915.0,nan,nan,10807.0,nan,nan,nan,20702.0,23362.0,23912.0
Gonzaga University,Spokane,WA,99258-0001,2,61761.0,nan,46920.0,46920.0,nan,1196.0,nan,34451.0,0.6079,0.7289,0.7689,62373.0,65415.0,69468.0
Grays Harbor College,Aberdeen,WA,98520-7599,1,13484.0,nan,4296.0,9687.0,nan,930.0,6017.0,nan,1.0,nan,nan,30249.0,33462.0,32623.0
Green River College,Auburn,WA,98092-3622,1,15907.0,nan,4233.0,4694.0,nan,930.0,9323.0,nan,0.4617,nan,nan,38664.0,44044.0,43209.0
Toni & Guy Hairdressing Academy-Shoreline,Shoreline,WA,98133,3,nan,14136.0,nan,nan,17600.0,nan,nan,10421.0,nan,nan,nan,27669.0,36266.0,24500.0
Heritage University,Toppenish,WA,98948,2,25478.0,nan,18332.0,18332.0,nan,930.0,nan,6850.0,0.2096,nan,0.225,36642.0,41840.0,46046.0
Highline College,Des Moines,WA,98198-9800,1,14125.0,nan,4231.0,4691.0,nan,930.0,6342.0,nan,0.9975,nan,nan,36755.0,38661.0,45159.0
International Air and Hospitality Academy,Vancouver,WA,98661,3,nan,16150.0,nan,nan,8025.0,nan,nan,13083.0,nan,nan,nan,39746.0,37316.0,30324.0
Bastyr University,Kenmore,WA,98028-4966,2,nan,nan,nan,nan,nan,nan,nan,nan,0.3425,nan,nan,44399.0,43168.0,37837.0
Highlights Beauty Schools,Mountlake Terrace,WA,98043,3,nan,20397.0,nan,nan,17100.0,nan,nan,12900.0,nan,nan,nan,27659.0,28321.0,32696.0
Bates Technical College,Tacoma,WA,98405,1,14885.0,nan,6628.0,16253.0,nan,1041.0,7547.0,nan,0.9907,nan,nan,42225.0,40656.0,39161.0
Lake Washington Institute of Technology,Kirkland,WA,98034-8506,1,14884.0,nan,4510.0,9900.0,nan,1101.0,9157.0,nan,0.9834,nan,nan,41756.0,46265.0,45834.0
Lower Columbia College,Longview,WA,98632,1,13230.0,nan,4068.0,5256.0,nan,930.0,7027.0,nan,1.0,nan,nan,31236.0,33299.0,37290.0
BJ's Beauty & Barber College,Tacoma,WA,98409,3,nan,22039.0,nan,nan,14760.0,nan,nan,15844.0,nan,nan,nan,22940.0,25613.0,21671.0
North Seattle College,Seattle,WA,98103-3599,1,13318.0,nan,4123.0,4123.0,nan,900.0,4928.0,nan,0.9944,nan,nan,37674.0,40199.0,45155.0
Northwest University,Kirkland,WA,98083-0579,2,45095.0,nan,33980.0,33980.0,nan,900.0,nan,20729.0,0.2646,0.9277,0.5389,44037.0,46234.0,48096.0
Olympic College,Bremerton,WA,98337-1699,1,14466.0,nan,3971.0,9362.0,nan,1275.0,7639.0,nan,1.0,nan,nan,33562.0,36756.0,39230.0
Perry Technical Institute,Yakima,WA,98903-1296,2,nan,25004.0,nan,nan,43435.0,nan,nan,20608.0,0.9298,nan,nan,50422.0,50224.0,58485.0
Pacific Lutheran University,Tacoma,WA,98447-0003,2,56830.0,nan,46850.0,46850.0,nan,930.0,nan,23024.0,0.6954,0.863,0.6289,49192.0,53654.0,57049.0
Peninsula College,Port Angeles,WA,98362,1,13899.0,nan,4218.0,4671.0,nan,930.0,6751.0,nan,1.0,nan,nan,29167.0,31587.0,35684.0
University of Puget Sound,Tacoma,WA,98416,2,68072.0,nan,52775.0,52775.0,nan,1000.0,nan,33562.0,0.8309,0.8685,0.6787,42979.0,53464.0,61842.0
Renton Technical College,Renton,WA,98056-4123,1,14098.0,nan,5671.0,6131.0,nan,930.0,6862.0,nan,1.0,nan,nan,40851.0,42591.0,45041.0
Saint Martin's University,Lacey,WA,98503-7500,2,52603.0,nan,39940.0,39940.0,nan,1000.0,nan,22580.0,0.5224,0.9419,0.4967,47115.0,52918.0,55283.0
South Seattle College,Seattle,WA,98106-1499,1,16129.0,nan,4214.0,4214.0,nan,845.0,8001.0,nan,0.9935,nan,nan,39869.0,38100.0,45031.0
Seattle Central College,Seattle,WA,98122,1,12829.0,nan,4053.0,4053.0,nan,865.0,4876.0,nan,0.9973,nan,nan,34048.0,38331.0,40413.0
Seattle Pacific University,Seattle,WA,98119-1997,2,60834.0,nan,47244.0,47244.0,nan,930.0,nan,26714.0,0.5,0.9062,0.5051,49228.0,51039.0,57097.0
Seattle University,Seattle,WA,98122-4340,2,63439.0,nan,48390.0,48390.0,nan,1200.0,nan,35109.0,0.7825,0.8323,0.6227,56299.0,63659.0,69303.0
Shoreline Community College,Shoreline,WA,98133-5696,1,13626.0,nan,4076.0,6851.0,nan,930.0,7886.0,nan,0.9909,nan,nan,40394.0,43271.0,47212.0
Skagit Valley College,Mount Vernon,WA,98273,1,13775.0,nan,4000.0,6884.0,nan,960.0,6988.0,nan,1.0,nan,nan,35488.0,36545.0,38307.0
